nu,gamma,diff1,diif2,diff3
0.08947368422105263,0.0052631579894736845,0.09420289855072461,0.17333333333333334,0.7727272727272727
0.08947368422105263,0.01052631587894737,0.10869565217391308,0.22666666666666668,0.7424242424242424
0.08947368422105263,0.015789473768421054,0.10144927536231885,0.22666666666666668,0.7272727272727273
0.08947368422105263,0.02105263165789474,0.13043478260869568,0.22666666666666668,0.7121212121212122
0.08947368422105263,0.026315789547368428,0.15217391304347827,0.22666666666666668,0.6515151515151515
0.08947368422105263,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.08947368422105263,0.036842105326315794,0.18840579710144922,0.31999999999999995,0.5303030303030303
0.08947368422105263,0.04210526321578948,0.2028985507246377,0.3733333333333333,0.48484848484848486
0.08947368422105263,0.04736842110526317,0.21014492753623193,0.3866666666666667,0.3939393939393939
0.08947368422105263,0.052631578994736854,0.24637681159420288,0.41333333333333333,0.3484848484848485
0.08947368422105263,0.05789473688421053,0.18840579710144922,0.48,0.3333333333333333
0.08947368422105263,0.0631578947736842,0.23188405797101452,0.52,0.2878787878787879
0.08947368422105263,0.0684210526631579,0.28260869565217395,0.6,0.22727272727272727
0.08947368422105263,0.07368421055263158,0.3840579710144928,0.6266666666666667,0.16666666666666666
0.08947368422105263,0.07894736844210527,0.3188405797101449,0.64,0.13636363636363635
0.08947368422105263,0.08421052633157895,0.3840579710144928,0.6799999999999999,0.06060606060606061
0.08947368422105263,0.08947368422105263,0.42028985507246375,0.72,0.015151515151515152
0.08947368422105263,0.09473684211052633,0.3623188405797102,0.72,0.0
0.08947368422105263,0.1,0.47101449275362317,0.7466666666666666,0.0
0.09473684211052633,1e-10,1.0,1.0,0.0
0.09473684211052633,0.0052631579894736845,0.10144927536231885,0.18666666666666665,0.7575757575757576
0.09473684211052633,0.01052631587894737,0.1159420289855072,0.22666666666666668,0.7424242424242424
0.09473684211052633,0.015789473768421054,0.12318840579710144,0.22666666666666668,0.7272727272727273
0.09473684211052633,0.02105263165789474,0.12318840579710144,0.22666666666666668,0.7121212121212122
0.09473684211052633,0.026315789547368428,0.15217391304347827,0.22666666666666668,0.6515151515151515
0.09473684211052633,0.03157894743684211,0.14492753623188404,0.2533333333333333,0.5757575757575758
0.09473684211052633,0.036842105326315794,0.17391304347826086,0.31999999999999995,0.5151515151515151
0.09473684211052633,0.04210526321578948,0.18840579710144922,0.3733333333333333,0.48484848484848486
0.09473684211052633,0.04736842110526317,0.17391304347826086,0.3866666666666667,0.3939393939393939
0.09473684211052633,0.052631578994736854,0.23188405797101452,0.41333333333333333,0.3484848484848485
0.09473684211052633,0.05789473688421053,0.21739130434782605,0.48,0.3333333333333333
0.09473684211052633,0.0631578947736842,0.26086956521739135,0.52,0.2878787878787879
0.09473684211052633,0.0684210526631579,0.2536231884057971,0.6,0.22727272727272727
0.09473684211052633,0.07368421055263158,0.3188405797101449,0.6266666666666667,0.16666666666666666
0.09473684211052633,0.07894736844210527,0.3405797101449275,0.64,0.13636363636363635
0.09473684211052633,0.08421052633157895,0.34782608695652173,0.6799999999999999,0.06060606060606061
0.09473684211052633,0.08947368422105263,0.3840579710144928,0.72,0.015151515151515152
0.09473684211052633,0.09473684211052633,0.3405797101449275,0.72,0.0
0.09473684211052633,0.1,0.4492753623188406,0.7466666666666666,0.0
0.1,1e-10,1.0,1.0,0.0
0.1,0.0052631579894736845,0.10869565217391308,0.18666666666666665,0.7575757575757576
0.1,0.01052631587894737,0.10869565217391308,0.22666666666666668,0.7424242424242424
0.1,0.015789473768421054,0.1159420289855072,0.22666666666666668,0.7272727272727273
0.1,0.02105263165789474,0.13043478260869568,0.22666666666666668,0.696969696969697
0.1,0.026315789547368428,0.1376811594202898,0.22666666666666668,0.6666666666666666
0.1,0.03157894743684211,0.15217391304347827,0.2533333333333333,0.5757575757575758
0.1,0.036842105326315794,0.2028985507246377,0.31999999999999995,0.5151515151515151
0.1,0.04210526321578948,0.16666666666666663,0.3733333333333333,0.48484848484848486
0.1,0.04736842110526317,0.2246376811594203,0.3866666666666667,0.3939393939393939
0.1,0.052631578994736854,0.23188405797101452,0.41333333333333333,0.3484848484848485
0.1,0.05789473688421053,0.23913043478260865,0.48,0.3333333333333333
0.1,0.0631578947736842,0.2536231884057971,0.52,0.2878787878787879
0.1,0.0684210526631579,0.2971014492753623,0.6,0.22727272727272727
0.1,0.07368421055263158,0.33333333333333337,0.6266666666666667,0.16666666666666666
0.1,0.07894736844210527,0.2753623188405797,0.64,0.13636363636363635
0.1,0.08421052633157895,0.33333333333333337,0.6799999999999999,0.06060606060606061
0.1,0.08947368422105263,0.34782608695652173,0.72,0.030303030303030304
0.1,0.09473684211052633,0.3405797101449275,0.72,0.0
0.1,0.1,0.39855072463768115,0.76,0.0
